meanfreq,sd,median,Q25,Q75,IQR,sp.ent,sfm,mode,meanfun,label
0.13789282,0.072420663,0.119852399,0.086531365,0.200701107,0.114169742,0.963294373,0.727047224,0.059926199,0.076307418,male
0.142715585,0.074163591,0.127850099,0.088915187,0.206272189,0.117357002,0.966684872,0.753187642,0.060197239,0.098872557,male
0.135052914,0.072095147,0.112927013,0.087644846,0.200361174,0.112716328,0.948417347,0.682987712,0.102603461,0.090751058,male
0.14146076,0.072861395,0.124879288,0.090724269,0.201194409,0.11047014,0.964872909,0.734290427,0.060127065,0.10139476,male
0.141280115,0.074404048,0.13420617,0.090594432,0.202046652,0.11145222,0.966588205,0.744799871,0.060045147,0.109319559,male
0.153851203,0.072191575,0.144592094,0.102439024,0.219478553,0.117039529,0.954710869,0.684616797,0.060050463,0.11225641,male
0.145640705,0.077006409,0.137947214,0.087859238,0.211847507,0.12398827,0.964925488,0.739368357,0.059941349,0.103669506,male
0.144858407,0.076591817,0.135571776,0.090608273,0.207615572,0.117007299,0.971907406,0.763638169,0.059951338,0.10324956,male
0.121683363,0.086850112,0.118237046,0.030684932,0.215294818,0.184609887,0.931660689,0.549217694,0.117903514,0.130887525,male
0.135649932,0.086412331,0.126722455,0.049986053,0.228842399,0.178856346,0.952514069,0.659813836,0.114811715,0.134314213,male
0.100399417,0.07283457,0.081725176,0.044092277,0.144353059,0.100260782,0.970194162,0.754552205,0.011654965,0.117359321,male
0.125087547,0.080116695,0.114191121,0.057306245,0.201414597,0.144108352,0.948495928,0.670633008,0.111873589,0.114742726,male
0.143486162,0.070275487,0.123868797,0.101732548,0.211236333,0.109503785,0.942278587,0.610170821,0.106442389,0.120815369,male
0.14319683,0.085447388,0.125352798,0.09622871,0.232652068,0.136423358,0.940729134,0.585174796,0.113090024,0.110260303,male
0.145532381,0.087864043,0.129720598,0.088966862,0.233788174,0.144821313,0.946595366,0.621392074,0.115893437,0.103803137,male
0.162065429,0.084432291,0.143149016,0.112314902,0.249428304,0.137113402,0.943404669,0.595127964,0.268978444,0.117022269,male
0.142961233,0.083106899,0.129292352,0.09807005,0.228162974,0.130092924,0.946134059,0.631688976,0.112480343,0.131733573,male
0.141153447,0.080922189,0.124304933,0.097152466,0.222242152,0.125089686,0.949958896,0.646653047,0.109394619,0.117297836,male
0.167334035,0.047177727,0.161802155,0.135475024,0.18072478,0.045249755,0.880375253,0.344307312,0.16619001,0.141810406,male
0.167850312,0.052593589,0.163262195,0.12847561,0.190365854,0.061890244,0.920512709,0.403865808,0.166890244,0.121546254,male
0.185098439,0.054289442,0.176771888,0.146420488,0.216628946,0.070208457,0.910320915,0.358023073,0.165265039,0.130983328,male
0.167761538,0.05888337,0.15993403,0.125607477,0.200879604,0.075272128,0.923640119,0.485117754,0.126838922,0.132089064,male
0.171093502,0.061286735,0.14869138,0.125556052,0.233479232,0.10792318,0.909836671,0.395328166,0.129557838,0.132075365,male
0.167083054,0.064425673,0.181705115,0.107562688,0.220742227,0.113179539,0.934858126,0.520926005,0.09225677,0.102626438,male
0.200830145,0.053066217,0.210058873,0.185332212,0.236198486,0.050866274,0.907683136,0.386818469,0,0.165155381,male
0.137095643,0.066633153,0.102873481,0.085060758,0.197140815,0.112080057,0.912215761,0.507886201,0.084260186,0.081164739,male
0.190324563,0.051695724,0.191410419,0.156899619,0.220584498,0.063684879,0.918001245,0.362344276,0,0.152012545,male
0.187139453,0.056499407,0.176109385,0.14304537,0.24763207,0.1045867,0.902246987,0.298599477,0.16619018,0.138197601,male
0.184354869,0.055493941,0.183430657,0.150900243,0.226350365,0.075450122,0.932834786,0.427755254,0,0.13371745,male
0.200041812,0.055815131,0.210792138,0.166599166,0.243478261,0.076879095,0.914634012,0.412919466,0.24064324,0.159106931,male
0.175681868,0.055524094,0.173151025,0.148266004,0.215090118,0.066824114,0.934060669,0.512562248,0,0.149386704,male
0.184850897,0.062446727,0.189809403,0.133773825,0.238551461,0.104777637,0.934323374,0.467826478,0,0.139378258,male
0.182630135,0.048974549,0.176618005,0.152603406,0.209489051,0.056885645,0.907214973,0.302814314,0.185474453,0.147350977,male
0.196463262,0.057606383,0.204407065,0.156131203,0.248444071,0.092312868,0.922524307,0.394561292,0,0.168037876,male
0.191310915,0.057122814,0.208774796,0.139673279,0.235239207,0.095565928,0.907622147,0.319069058,0.090011669,0.080595084,male
0.19600602,0.053930062,0.203383897,0.154049008,0.239323221,0.085274212,0.927145397,0.29627712,0.090011669,0.081017495,male
0.191461682,0.05186218,0.202495127,0.153190383,0.228693957,0.075503574,0.912414048,0.284872223,0.09005848,0.065827449,male
0.193769347,0.058334877,0.206197827,0.149365352,0.242858776,0.093493425,0.929916286,0.381853323,0.089971412,0.078362852,male
0.194920925,0.056284804,0.208430493,0.148161435,0.242331839,0.094170404,0.924099466,0.314006474,0.090089686,0.06347518,male
0.193808189,0.054969105,0.202232811,0.152484683,0.241116406,0.088631722,0.914799705,0.299862702,0.089965963,0.083127893,male
0.193588997,0.052350651,0.201535948,0.16379085,0.235620915,0.071830065,0.909692503,0.295222308,0.090130719,0.081504732,male
0.198295356,0.054554303,0.214516129,0.155806452,0.236891496,0.081085044,0.903755352,0.271601074,0.090117302,0.112022748,male
0.198778046,0.05675451,0.210615836,0.159706745,0.241612903,0.081906158,0.905979077,0.307964877,0.090117302,0.072135733,male
0.206312235,0.054641792,0.218515815,0.162992701,0.257518248,0.094525547,0.911215179,0.257629435,0.090097324,0.073051326,male
0.117777703,0.079527567,0.111176471,0.046735294,0.196823529,0.150088235,0.90191357,0.562834234,0,0.091146586,male
0.105782027,0.081246862,0.102789243,0.022764228,0.188242652,0.165478424,0.893299752,0.553552621,0,0.087918173,male
0.107009364,0.081312548,0.10278751,0.025163747,0.188941356,0.163777609,0.891347812,0.57677811,0,0.075906856,male
0.119006303,0.083082514,0.106213873,0.045520231,0.200086705,0.154566474,0.883925736,0.604148942,0,0.092960948,male
0.082525588,0.080917867,0.06124491,0.008307155,0.129656777,0.121349622,0.906001229,0.561683715,0,0.087384208,male
0.130673638,0.082881544,0.116964177,0.082282939,0.204857316,0.122574378,0.900402888,0.584463622,0,0.090380442,male
0.096725277,0.083799544,0.086858639,0.017591623,0.173167539,0.155575916,0.939914378,0.687642708,0,0.100796329,male
0.119976656,0.081470648,0.109892473,0.060215054,0.192688172,0.132473118,0.854878206,0.505371009,0,0.081201173,male
0.106860842,0.086955451,0.10067086,0.01408805,0.191949686,0.177861635,0.852858429,0.557141931,0,0.094922696,male
0.100905502,0.080507739,0.098245614,0.02920078,0.176842105,0.147641326,0.908473066,0.617015329,0,0.081574582,male
0.169505759,0.066930404,0.140970537,0.124471404,0.242634315,0.118162912,0.919990545,0.484100658,0.133934142,0.110565779,male
0.163313106,0.064859684,0.149953632,0.111653787,0.22698609,0.115332303,0.937648647,0.577806756,0.116846986,0.10184148,male
0.160925335,0.068626553,0.173488915,0.098833139,0.211225204,0.112392065,0.933988616,0.566987362,0.096872812,0.097513464,male
0.164859947,0.067179041,0.148100749,0.118938053,0.229108237,0.110170184,0.952890369,0.626022586,0.14162015,0.126955523,male
0.177427698,0.067854979,0.163195266,0.12122288,0.246311637,0.125088757,0.923322389,0.46238465,0.130887574,0.111031616,male
0.176685284,0.058485963,0.161784897,0.125583524,0.230022883,0.104439359,0.909112912,0.358370882,0.113089245,0.128124206,male
0.179028926,0.065368498,0.164453524,0.126414709,0.247681307,0.121266599,0.912944716,0.436573394,0.126414709,0.125992936,male
0.166353449,0.062439847,0.149581205,0.120122574,0.229090909,0.108968335,0.927752865,0.482046844,0.114116445,0.113943951,male
0.173756783,0.065038729,0.166648794,0.117104558,0.241215371,0.124110813,0.909802803,0.418645038,0.126613047,0.110460819,male
0.168023268,0.063307437,0.145769554,0.116568545,0.23078217,0.114213625,0.926111709,0.462042436,0.108561817,0.111528406,male
0.169352533,0.068167747,0.14283671,0.115804529,0.239284863,0.123480334,0.921624076,0.482639983,0.120476758,0.111090258,male
0.130410979,0.093199206,0.135239567,0.025100464,0.217032457,0.191931994,0.812733741,0.403256286,0,0.107764608,male
0.116779075,0.085695072,0.131991525,0.025805085,0.166101695,0.14029661,0.870832328,0.583471234,0,0.100032404,male
0.10716189,0.08495081,0.114280763,0.024020797,0.159410745,0.135389948,0.920756002,0.676249787,0,0.132118679,male
0.131099727,0.078964943,0.149948007,0.09729636,0.176880416,0.079584055,0.843430262,0.445144232,0,0.093611219,male
0.126194803,0.084571297,0.140900643,0.043431022,0.17652609,0.133095068,0.88268193,0.598326506,0,0.104771576,male
0.107129883,0.084279163,0.095355286,0.028873484,0.172512998,0.143639515,0.93977316,0.716469594,0,0.10776458,male
0.164801332,0.070558618,0.175711061,0.095440181,0.226907449,0.131467269,0.920293747,0.525147427,0.060045147,0.086093777,male
0.174842857,0.066636271,0.191033138,0.107888239,0.226692658,0.118804418,0.922336209,0.454643232,0.060038986,0.072395615,male
0.164958845,0.073334801,0.173655049,0.095335121,0.235960679,0.140625559,0.921012836,0.564292216,0.060053619,0.082758199,male
0.162515085,0.076269221,0.172964728,0.089418494,0.239428027,0.150009533,0.904217726,0.519066586,0.060057197,0.057045239,male
0.1723464,0.072829239,0.184861228,0.097022708,0.240908326,0.143885618,0.913021118,0.486050502,0.060050463,0.075929274,male
0.167705128,0.070774462,0.17944212,0.09762901,0.231771269,0.134142259,0.921257269,0.519320126,0.059944212,0.081219208,male
0.16862254,0.069783277,0.182238443,0.097420925,0.22703163,0.129610706,0.913765786,0.46716634,0.060121655,0.081858264,male
0.166402126,0.076585194,0.172627119,0.0875,0.240847458,0.153347458,0.906152443,0.504632643,0.060211864,0.060965707,male
0.169081838,0.070911707,0.178467824,0.101818182,0.225658836,0.123840654,0.919073556,0.512955913,0.060061287,0.075177599,male
0.160199487,0.070317494,0.165680473,0.093609467,0.227534517,0.133925049,0.915970054,0.541931852,0.060197239,0.074280664,male
0.200814728,0.053800182,0.220239362,0.155452128,0.242579787,0.08712766,0.916001726,0.301161354,0.222473404,0.116122398,male
0.208676975,0.05269832,0.226468136,0.175270995,0.249815366,0.074544372,0.902248153,0.240631458,0.230470518,0.115129092,male
0.214956445,0.053447128,0.236923077,0.175014712,0.254577554,0.079562842,0.8996833,0.251880249,0.239041614,0.124133328,male
0.211484996,0.053870578,0.232935154,0.160665529,0.25383959,0.093174061,0.903054565,0.248021588,0.248583618,0.123413774,male
0.20692432,0.053096175,0.22656183,0.164117227,0.244374553,0.080257327,0.90583643,0.290655687,0.238170122,0.130055059,male
0.107825211,0.080407475,0.10079058,0.030849453,0.181093356,0.150243902,0.959468064,0.728938577,0.012716569,0.102113993,male
0.115866233,0.081730356,0.099496256,0.040789653,0.187556161,0.146766508,0.966039869,0.759549869,0.006671205,0.103532714,male
0.113203353,0.077958396,0.102393617,0.043191489,0.187287234,0.144095745,0.961701718,0.727934716,0.003351064,0.094652835,male
0.085150614,0.079647772,0.06962766,0.014148936,0.130319149,0.116170213,0.927998403,0.599908441,0.005212766,0.109042884,male
0.115618688,0.077059979,0.102809266,0.050231641,0.188920651,0.138689009,0.960951615,0.723810082,0.0979793,0.097562195,male
0.113315913,0.077888214,0.104962244,0.043193096,0.181531823,0.138338727,0.965298572,0.738214717,0.00407767,0.099846007,male
0.119213317,0.078285722,0.103415409,0.053820492,0.189483717,0.135663225,0.96288703,0.749296121,0.09807784,0.104030301,male
0.105493079,0.082376205,0.091791614,0.028640407,0.179847522,0.151207116,0.95959068,0.735260017,0.004447268,0.076737057,male
0.108456021,0.079489194,0.10058651,0.035102639,0.180234604,0.145131965,0.958425025,0.721547899,0.006979472,0.10164205,male
0.099853981,0.080102053,0.087670851,0.026945607,0.167726639,0.140781032,0.956193498,0.707621896,0.009958159,0.106525451,male
0.145026456,0.084038387,0.144606181,0.095752742,0.220538385,0.124785643,0.937320966,0.676822581,0,0.110126869,male
0.138468277,0.08584757,0.134288864,0.068224917,0.222116869,0.153891951,0.937911686,0.665251488,0,0.105228296,male
0.09791506,0.085508254,0.078153409,0.017897727,0.190511364,0.172613636,0.927354544,0.628398004,0,0.101964494,male
0.136481726,0.079757207,0.133596674,0.07043659,0.202286902,0.131850312,0.967591544,0.755377702,0.144074844,0.112680601,male
0.135724315,0.091042903,0.128635147,0.046458519,0.224049955,0.177591436,0.929760651,0.662276774,0,0.092353505,male
0.105873231,0.08975538,0.097245509,0.015808383,0.189700599,0.173892216,0.906791397,0.612514535,0,0.102800059,male
0.112636549,0.085917277,0.103882979,0.024388298,0.196595745,0.172207447,0.910823846,0.614424965,0,0.105633312,male
0.116288598,0.089218425,0.106108007,0.023463687,0.205176909,0.181713222,0.903219876,0.597356668,0,0.10467605,male
0.11328765,0.084485439,0.104602273,0.023863636,0.196079545,0.172215909,0.878150658,0.542785145,0,0.107385958,male
0.122448465,0.086267943,0.111621622,0.038216216,0.204513514,0.166297297,0.934388269,0.67484413,0,0.086613856,male
0.174297912,0.072622833,0.178299845,0.103647604,0.246027821,0.142380216,0.925299527,0.523065785,0.059938176,0.089304959,male
0.164973473,0.072853663,0.177029388,0.09274027,0.233963463,0.141223193,0.918983572,0.526704407,0.060047657,0.079046324,male
0.165807663,0.06985103,0.176139793,0.097410643,0.221509134,0.124098491,0.919408154,0.51977388,0.060047657,0.076995876,male
0.155057253,0.072210044,0.160893655,0.085326184,0.218945487,0.133619303,0.918570162,0.579548404,0.060053619,0.076254855,male
0.170310011,0.073088435,0.176289708,0.092147395,0.239618806,0.14747141,0.914318502,0.483760291,0.059949174,0.073469975,male
0.163180094,0.068044544,0.177170543,0.09998062,0.217189922,0.117209302,0.926462223,0.534101517,0.060096899,0.071791115,male
0.161740724,0.071970795,0.166712244,0.091187073,0.229533872,0.138346799,0.915975804,0.532475667,0.06003729,0.077556611,male
0.160984675,0.071163182,0.172530414,0.094695864,0.220389294,0.125693431,0.920156869,0.554992824,0.059951338,0.07147436,male
0.169875811,0.073346074,0.180587768,0.093629865,0.23796664,0.144336775,0.915416541,0.481693506,0.060047657,0.06851771,male
0.171829295,0.071932805,0.180107207,0.099058964,0.239642644,0.140583681,0.926782342,0.528598978,0.060035736,0.089869829,male
0.168957754,0.072075464,0.196720686,0.110772164,0.225014299,0.114242135,0.937551757,0.623611303,0.050181125,0.108794682,male
0.166469398,0.077571464,0.179002933,0.108387097,0.230117302,0.121730205,0.961784275,0.729936599,0.050087977,0.10337593,male
0.147872771,0.087380251,0.17518617,0.064973404,0.221728723,0.156755319,0.966312301,0.759154326,0.050079787,0.093395001,male
0.148742418,0.086259927,0.173049853,0.070615836,0.219853372,0.149237537,0.969099012,0.782449104,0.050087977,0.110761256,male
0.138676549,0.088189211,0.156627566,0.050293255,0.213079179,0.162785924,0.966472432,0.769192714,0.050087977,0.107189384,male
0.150704949,0.087127145,0.174299333,0.069666349,0.226081983,0.156415634,0.969287136,0.781729344,0.050181125,0.109991594,male
0.154305636,0.084789505,0.175558511,0.086382979,0.223590426,0.137207447,0.968001539,0.762242968,0.050079787,0.107986273,male
0.154811854,0.083201832,0.175923754,0.089090909,0.218211144,0.129120235,0.959747098,0.727326799,0.050087977,0.102819841,male
0.16710528,0.074807149,0.190605854,0.107311096,0.222246426,0.11493533,0.949589534,0.652264978,0.05012934,0.087281373,male
0.18881488,0.070484528,0.163710895,0.134110032,0.257648328,0.123538296,0.895110717,0.333552621,0,0.090938686,male
0.134961588,0.062047084,0.111387721,0.088780488,0.189571068,0.10079058,0.93109095,0.560896369,0.104793944,0.086565344,male
0.142010214,0.067119378,0.116300448,0.087421525,0.193991031,0.106569507,0.934549885,0.578405047,0.08396861,0.0885115,male
0.141046606,0.065363307,0.109745763,0.091652542,0.201398305,0.109745763,0.927861079,0.567240661,0.101144068,0.078778277,male
0.146683933,0.066241093,0.120098039,0.096993464,0.216405229,0.119411765,0.934636861,0.575083782,0.09996732,0.112567705,male
0.134105721,0.064398543,0.109854015,0.086180049,0.181727494,0.095547445,0.933988781,0.572280619,0.0856691,0.093559813,male
0.137295009,0.065283349,0.112982456,0.086419753,0.190669266,0.104249513,0.933476838,0.572291339,0.083508772,0.108234304,male
0.141913032,0.064111088,0.117290242,0.090490988,0.204996892,0.114505904,0.932130803,0.54365704,0.083356122,0.095088742,male
0.139332701,0.063610933,0.114607843,0.090816993,0.19879085,0.107973856,0.931106352,0.556354238,0.101797386,0.10551044,male
0.134991571,0.063945217,0.107268107,0.087166455,0.188208386,0.101041931,0.932629565,0.572082175,0.083964422,0.084462071,male
0.145020841,0.067298316,0.114684609,0.08901598,0.214062237,0.125046257,0.931458412,0.564359499,0.085719092,0.097881272,male
0.111692076,0.079744523,0.104220183,0.039266055,0.154862385,0.11559633,0.968797286,0.781833953,0.008807339,0.124566869,male
0.13343119,0.075590049,0.13158042,0.070097902,0.19227972,0.122181818,0.965147873,0.764573932,0.112783217,0.122605478,male
0.110682668,0.077645524,0.103733333,0.039466667,0.166933333,0.127466667,0.971211146,0.789684619,0.009066667,0.142061738,male
0.12833735,0.083162523,0.122666667,0.053866667,0.202933333,0.149066667,0.961016401,0.736412517,0.108533333,0.110157455,male
0.133594832,0.077515036,0.126,0.078580645,0.208193548,0.129612903,0.962371818,0.77188137,0.127354839,0.108599869,male
0.128461597,0.077023594,0.12747784,0.062272361,0.178468977,0.116196616,0.975386936,0.822586636,0.127703465,0.127453139,male
0.118850224,0.077088647,0.118975553,0.047916182,0.170477299,0.122561118,0.955490923,0.715341924,0.123538999,0.098098371,male
0.141909368,0.076153546,0.132439479,0.099329609,0.20726257,0.107932961,0.967418559,0.778548657,0.118361266,0.119752213,male
0.113763716,0.076831871,0.109908925,0.036976321,0.179016393,0.142040073,0.95133227,0.677628838,0.106338798,0.114735753,male
0.150862475,0.074831191,0.139380531,0.115840708,0.219911504,0.104070796,0.919072129,0.609236897,0.143716814,0.12404485,male
0.137313249,0.077583497,0.152925878,0.079739922,0.200624187,0.120884265,0.946172004,0.658350685,0.015292588,0.085121905,male
0.14452357,0.076059305,0.162253995,0.085248108,0.191690496,0.106442389,0.945549069,0.649529458,0.163666947,0.085836574,male
0.14553057,0.078547345,0.160583431,0.083313886,0.205180863,0.121866978,0.951694605,0.677709792,0.16042007,0.091389336,male
0.138794665,0.074472801,0.152363451,0.081327208,0.19324145,0.111914242,0.966914706,0.763372741,0.178662583,0.094506486,male
0.149095716,0.073902942,0.163917084,0.08726233,0.200943531,0.113681201,0.951966209,0.685155156,0.172923517,0.091532956,male
0.145027257,0.080244027,0.158185208,0.080397763,0.209695463,0.1292977,0.970477511,0.7874034,0.021230578,0.093466964,male
0.149560766,0.076884563,0.173370217,0.090235131,0.196219456,0.105984325,0.943606316,0.63558817,0.182664822,0.088958571,male
0.148974343,0.077394775,0.168856383,0.091595745,0.203297872,0.111702128,0.953168073,0.681603206,0.185239362,0.106672485,male
0.159905387,0.077485227,0.168106734,0.098551461,0.223964422,0.125412961,0.972912436,0.776356557,0.200304956,0.09279642,male
0.146143734,0.07324903,0.162976836,0.088457368,0.195268605,0.106811237,0.953232699,0.664847411,0.181192706,0.091649674,male
0.171766033,0.064629033,0.189385113,0.121877023,0.222459547,0.100582524,0.94529366,0.602793758,0.218532902,0.127429903,male
0.15350374,0.074293323,0.172014995,0.099194002,0.215707591,0.11651359,0.964783143,0.729355248,0.015613871,0.119785476,male
0.168304611,0.073633876,0.191779517,0.119088125,0.220455937,0.101367812,0.95399084,0.631996564,0.016862879,0.120378404,male
0.149826808,0.079581022,0.153316905,0.091079349,0.220798423,0.129719073,0.974766856,0.793454194,0.017525875,0.119850534,male
0.183792891,0.061166924,0.205020921,0.136290098,0.229037657,0.092747559,0.940100024,0.525316372,0.214002789,0.113753961,male
0.149192173,0.083124851,0.153562732,0.083155109,0.21596612,0.132811011,0.962901177,0.73854696,0.015267337,0.121152448,male
0.155399607,0.082614964,0.180441324,0.10110331,0.228044132,0.126940822,0.945885222,0.65057258,0.015446339,0.115707012,male
0.167347485,0.071740285,0.191215075,0.118076673,0.217413905,0.099337232,0.950562571,0.667931487,0.205769981,0.104838601,male
0.166612681,0.0681551,0.187496823,0.117407878,0.213290978,0.0958831,0.931610692,0.555785813,0.183227446,0.093217678,male
0.149992574,0.077528741,0.146638773,0.107196653,0.212245467,0.105048815,0.951027522,0.685496283,0.016401674,0.107671949,male
0.173168212,0.068850495,0.1928,0.119733333,0.230133333,0.1104,0.944714591,0.598206362,0.208266667,0.109007947,male
0.177641969,0.059645697,0.174658869,0.124990253,0.228148148,0.103157895,0.939683361,0.508660393,0.122443145,0.120185312,male
0.173184406,0.063167166,0.199938176,0.117712519,0.223956723,0.106244204,0.910843691,0.465366548,0.223523957,0.116418828,male
0.163668455,0.065648322,0.157308663,0.111623213,0.220891505,0.109268293,0.940327118,0.608047363,0.220656013,0.107101023,male
0.185592179,0.061366361,0.205242718,0.128673139,0.237864078,0.109190939,0.924607667,0.409219604,0.211736785,0.117564991,male
0.163194494,0.067450939,0.188192033,0.102962206,0.212502554,0.109540347,0.927514706,0.554522454,0.211930541,0.103155717,male
0.174940014,0.061581331,0.197176196,0.115495916,0.221190198,0.105694282,0.927651012,0.46242531,0.215145858,0.111500811,male
0.177702059,0.061281506,0.205483871,0.120498534,0.221495601,0.100997067,0.914835424,0.467147052,0.213284457,0.110489616,male
0.18863689,0.064048348,0.21029106,0.125738046,0.23997921,0.114241164,0.925362829,0.445585633,0.115405405,0.1162977,male
0.178219896,0.064001821,0.19995028,0.12007458,0.227097576,0.107022996,0.934315539,0.535275982,0.214568055,0.113219253,male
0.174805537,0.061148638,0.19820711,0.117063369,0.223307573,0.106244204,0.920325779,0.480293649,0.223307573,0.105127842,male
